,store_name,old_store_address,new_store_address,store_phone_number,store_office_time,store_service
142,대구 본리DT점,대구 달서구 감삼동 346,대구 달서구 와룡로 134 (감삼동),"['070-7209-1064', '070-7209-1065']",07:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
143,수원 아주대점,경기 수원시 영통구 원천동 18-1,경기 수원시 영통구 아주로 46 (원천동),"['070-7209-0922', '070-7209-0924']",08:00~01:00,"['맥딜리버리', '맥모닝', '주차']"
144,성남신흥DT점,경기 성남시 수정구 신흥동 181,경기 성남시 수정구 수정로 306 (신흥동) ,['070-7209-0920'],07:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
145,경희대국제캠퍼스,경기 수원시 영통구 영통동 1024-9,경기 수원시 영통구 덕영대로 1703 아이시티,['070-7209-1056'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
146,군산나운DT,전북 군산시 나운동 844-6,전북 군산시 나운로 132,['070-7204-4996'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
147,전주효자 DT,전북 전주시 완산구 효자동1가 411-24,전북 전주시 완산구 용머리로 13,['070-7017-6859'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
148,대전신탄진DT점,대전 대덕구 상서동 834-4,대전 대덕구 신탄진로 605 (상서동),"['070-7204-4997', '070-7204-4957']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차']"
149,수원 성균관대,경기 수원시 장안구 율전동 291-6,경기 수원시 장안구 서부로 2127,['070-7204-4999'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
150,의왕오전DT,경기 의왕시 오전동 207-1,경기 의왕시 경수대로 351,['070-7204-4993'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
151,신사역,서울 강남구 신사동 514-15,서울 강남구 도산대로 123 2층,['070-7204-4968'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
152,광주산정DT점,광주 광산구 산정동 143-16,광주 광산구 용아로 251 (산정동),"['070-7204-4995', '070-7204-4955']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
153,진해자은 DT,경남 창원시 진해구 자은동 808-2,경남 창원시 진해구 진해대로 950,['070-7204-4922'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
154,부산수영SK DT점,부산 수영구 수영동 450-9,부산 수영구 연수로 411 (수영동),"['070-7204-4991', '070-7204-4990']",07:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
155,만수DT점,인천 남동구 만수동 904-4,인천 남동구 백범로 229 (만수동),"['070-7204-4994', '070-7204-4974']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차']"
156,외대,서울 동대문구 이문동 305-2,서울 동대문구 휘경로 13,['070-7209-1547'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
157,전주덕진 DT,전북 전주시 덕진구 덕진동1가 1401-18,전북 전주시 덕진구 기린대로 503,['070-7017-6858'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
158,장안사거리점,서울 동대문구 장안동 308-4,서울 동대문구 답십리로 291-1 (장안동) ,"['070-7017-6857', '070-7204-4427']",08:00~23:00,"['맥딜리버리', '맥모닝', '주차']"
159,신월DT,서울 양천구 신월동 199-3,서울 양천구 남부순환로 404,['070-7017-6853'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
160,이태원,서울 용산구 이태원동 56-21,서울 용산구 이태원로 142-1,['070-7017-0305'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
161,노량진,서울 동작구 노량진동 100-1,서울 동작구 노량진로 158,['070-7017-0307'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
162,동인천점,인천 중구 인현동 27-3,인천 중구 우현로 85-1 (인현동),"['070-7017-0319', '070-7017-0309']",08:00~02:00,"['맥드라이브', '맥딜리버리', '맥모닝']"
163,방배,서울 서초구 방배동 909-9,서울 서초구 방배로 81 유경빌딩 1층,"['070-7017-0332', '070-7017-0318']",24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
164,수유,서울 강북구 번동 418-17,서울 강북구 도봉로 342,['070-7017-0336'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
165,강선,경기 고양시 일산서구 주엽동 51-1,"경기 고양시 일산서구 대산로 113 1층 맥도날드(주엽동, 백마프라자)",['070-7017-0352'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
166,사직점,부산 동래구 사직동 92-7,부산 동래구 사직북로 1 (사직동),"['070-7209-1534', '070-7017-0954']",08:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝']"
167,안암,서울 성북구 안암동5가 102-33,서울 성북구 고려대로24길 42 방주빌딩,['070-7017-0367'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
168,합성,경남 창원시 마산회원구 합성동 126-1,경남 창원시 마산회원구 3.15대로 742-1,['070-7017-0387'],24시간,"['24시간', '맥딜리버리', '맥모닝']"
169,신림,서울 관악구 신림동 1641-22,서울 관악구 신림로 310,['070-7017-0374'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
170,경주,경북 경주시 노동동 102-6,경북 경주시 중앙로 35,['070-7017-0376'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
171,영등포,서울 영등포구 영등포동3가 10-4,서울 영등포구 경인로 855,['070-7209-1540'],07:00~02:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
172,주례,부산 사상구 주례동 60-10,부산 사상구 가야대로 368,['070-7017-0375'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
173,당감 DT,부산 부산진구 당감동 282-30,부산 부산진구 동평로 91,['070-7017-0382'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
174,삼선,서울 성북구 동소문동1가 32-3,서울 성북구 동소문로 13 일화빌딩 1층,['070-7209-1546'],07:00~02:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
175,중계,서울 노원구 중계동 359-14,서울 노원구 중계로 218,['070-7017-0188'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
176,세이브존 광명,경기 광명시 철산동 367,경기 광명시 철망산로 87,['070-7017-0389'],07:00~22:00,"['맥모닝', '디카페인 커피']"
177,세이브존 대전점,대전 서구 둔산동 1809,대전 서구 둔산로 201 (하계동),"['070-7017-0390', '070-7017-0317']",07:00~02:00,"['맥모닝', '주차', '디카페인 커피']"
178,부산대 2,부산 금정구 장전동 302-9,부산 금정구 금정로60번길 24 해자빌딩 1층 맥도날드 부산대2호점,['070-7017-0406'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
179,동아대,부산 사하구 하단동 492-1,부산 사하구 낙동대로 548,['070-7017-0409'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
180,경성대,부산 남구 대연동 72-23,부산 남구 수영로 304 대승타워1층,['070-7017-0411'],09:00~24:00,"['맥모닝', '주차', '디카페인 커피']"
181,중랑,서울 중랑구 상봉동 130-166,서울 중랑구 망우로 202 동성빌딩,['070-7017-0417'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
182,목동,서울 양천구 신정동 899-6,서울 양천구 목동로 221,['070-7017-0444'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
183,좌동 1,부산 해운대구 좌동 1407-5,부산 해운대구 좌동순환로 181,['070-7017-0428'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
184,부곡,부산 금정구 부곡동 63-11,부산 금정구 수림로 12 에스케이아파트 상가 맥도날드,['070-7017-0414'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
185,신마산,경남 창원시 마산합포구 해운동 5-119,경남 창원시 마산합포구 월영동서로 20,['070-7017-0519'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
186,안양,경기 안양시 만안구 안양동 674-208,경기 안양시 만안구 안양로292번길 22,['070-7017-0407'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
187,토곡,부산 연제구 연산동 399-10,부산 연제구 과정로 226,['070-7017-0435'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
188,동성로 2,대구 중구 사일동 77,대구 중구 동성로 23-2,['070-7017-2436'],08:00~22:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
189,구의역,서울 광진구 자양동 216-11,서울 광진구 아차산로 376,['070-7017-0439'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
190,광명역점,경기 광명시 광명동 158-792,경기 광명시 광명로 895-1 (광명동),"['070-7017-0440', '070-7017-0044']",24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
191,화정역,경기 고양시 덕양구 화정동 970-3,경기 고양시 덕양구 화신로272번길 67,['070-7017-0441'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
192,포항 2,경북 포항시 북구 상원동 466-1,경북 포항시 북구 중앙로 291,['070-7017-0449'],10:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
193,중계역,서울 노원구 상계동 763-2,서울 노원구 동일로 1341 장우빌딩 1층,['070-7017-0422'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
194,진해,경남 창원시 진해구 화천동 48-15,경남 창원시 진해구 벚꽃로 68-1,['070-7017-0457'],08:00~01:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
195,대학로,서울 종로구 동숭동 1-34,서울 종로구 대학로 130 맥도날드,['070-7017-0465'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
196,신내,서울 중랑구 신내동 666,서울 중랑구 봉화산로 194 신아타운1층 신내 맥도날드,['070-7017-0531'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
197,한양대,서울 성동구 행당동 31-7,서울 성동구 왕십리로 227,['070-7017-0469'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
198,See&See,인천 남동구 구월동 1130,인천 남동구 예술로 198,['070-7017-0470'],08:00~24:00,"['맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
199,진주신안,경남 진주시 신안동 582-3,경남 진주시 진양호로 280 (신안동) ,"['070-7017-0472', '070-7017-0680']",08:00~02:00,"['맥딜리버리', '맥모닝']"
200,원동점,부산 동래구 안락동 65-2,부산 동래구 충렬대로 486 (안락동),"['070-7017-0473', '070']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
201,양천구청DT점,서울 양천구 신정동 323-20,서울 양천구 목동동로 71 (신정동) ,"['070-7017-0536', '02-2648-4071']",06:30~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
202,부평역,인천 부평구 부평동 738-21,인천 부평구 광장로 16,['070-7017-0482'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
203,탑동,제주특별자치도 제주시 건입동 1442,제주특별자치도 제주시 임항로 17 (건입동),['070-7017-0487'],07:00~01:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
204,부평중앙,인천 부평구 부평동 212-65,인천 부평구 부평문화로 65,['070-7017-0488'],08:00~24:00,"['맥모닝', '디카페인 커피']"
205,시화이마트,경기 시흥시 정왕동 1734-2,"경기 시흥시 정왕대로 210 (정왕동, EMART시화점 1층)",['070-7017-0489'],"10:00~22:30
2,4째주 일요일 휴무",['디카페인 커피']
206,청담DT,서울 강남구 청담동 87-3,서울 강남구 도산대로 407,['070-7017-0493'],07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
207,상봉이마트,서울 중랑구 망우동 506-1,서울 중랑구 상봉로 118 이마트상봉점 내 맥도날드,['070-7017-0495'],"10:00~22:30
2,4째주 일요일 휴무",['주차']
208,연신내,서울 은평구 갈현동 456-28,서울 은평구 연서로 213,['070-7017-0498'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
209,상무,광주 서구 치평동 1182,광주 서구 치평로 72,['070-7017-0504'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
210,달동,울산 남구 달동 707-1,울산 남구 신정로 37,['070-7017-0510'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
211,달맞이 DT,부산 해운대구 중동 1777-5,"부산 해운대구 좌동순환로 455 (중동,맥도날드)",['070-7017-0511'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
212,행신,경기 고양시 덕양구 행신동 714-1,경기 고양시 덕양구 충경로 38,['070-7017-0516'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
213,방촌 DT,대구 동구 방촌동 883-9,대구 동구 동촌로 243,"['070-7017-0520', '070-7017-0820']",07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
214,시청 DT,부산 연제구 연산동 1364-2,부산 연제구 중앙대로 1031 (연산동),['070-7017-0521'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
215,파리공원점,서울 양천구 목동 908-25,서울 양천구 목동서로 45 (목동) ,"['070-7017-0522', '070-7017-0513']",07:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
216,고양DT,경기 고양시 덕양구 벽제동 262-1,경기 고양시 덕양구 호국로 1699,['070-7017-0532'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
217,탄현점,경기 고양시 일산서구 탄현동 1573-1,경기 고양시 일산서구 일현로 56 (탄현동) ,"['070-7017-0534', '070-7017-0594']",08:00~02:00,"['맥딜리버리', '맥모닝', '주차']"
218,칠곡 2 DT,대구 북구 읍내동 1385-2,대구 북구 구암로 83,['070-7017-0537'],07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
219,강동구청,서울 강동구 성내동 539-2,서울 강동구 성내로 15 삼육빌딩1층,"['070-7017-0528', '070-7017-0538']",24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
220,덕소,경기 남양주시 와부읍 덕소리 474-5,경기 남양주시 와부읍 덕소로 93 희빌딩 1층,['070-7017-0542'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
221,시흥은행,경기 시흥시 은행동 532-1,경기 시흥시 대은로 90,['070-7017-0547'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
222,전농,서울 동대문구 전농동 295-96,서울 동대문구 전농로16길 8,['070-7017-0548'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
223,만촌이마트,대구 수성구 만촌동 1356-5,대구 수성구 동원로 136 이마트만촌점,['070-7017-0549'],"10:00~22:30
2,4 째주 일요일 휴무",['디카페인 커피']
224,송탄,경기 평택시 신장동 302-1,경기 평택시 쇼핑로 13,['070-7017-0551'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
225,화명 DT,부산 북구 화명동 193-1,부산 북구 금곡대로 360,"['070-7017-0552', '070-7017-0252']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
226,군산이마트,전북 군산시 경암동 590-296,전북 군산시 구암3.1로 137,['070-7017-0559'],"10:00~23:00
2,4째주 일요일 휴무","['주차', '디카페인 커피']"
227,연수LG DT점,인천 연수구 연수동 597,인천 연수구 먼우금로 200 (연수동) ,['070-7017-0560'],24시간,"['24시간', '맥드라이브', '맥모닝', '주차']"
228,용인점,경기 용인시 처인구 김량장동 131-17,경기 용인시 처인구 금령로 97 (김량장동) ,['070-7209-1388'],09:00~01:00,"['맥모닝', '디카페인 커피']"
229,이마트 월배점,대구 달서구 대천동 555,대구 달서구 진천로 92,['070-7017-0564'],"10:00~22:30
2,4째주 일요일 휴무","['주차', '디카페인 커피']"
230,중동DT점,경기 부천시 중동 1142-9,경기 부천시 중동로262번길 94 (중동) ,"['070-7017-0565', '070-7017-0598']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
231,과천이마트,경기 과천시 별양동 1-19,경기 과천시 별양상가3로 11 1층,['070-7017-0566'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
232,평촌호계점,경기 안양시 동안구 호계동 1058-3,경기 안양시 동안구 평촌대로 137 (호계동) ,['070-7209-1394'],08:00~01:00,"['맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
233,원광대,전북 익산시 신동 762-17,전북 익산시 무왕로 888,['070-7017-0571'],09:00~03:00,"['맥딜리버리', '맥모닝']"
234,가야,부산 부산진구 가야동 50-4,부산 부산진구 가야대로 607,['070-7017-0574'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
235,송정역,서울 강서구 공항동 45-38,"서울 강서구 공항대로 21 (공항동,맥도날드)",['070-7017-0576'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
236,구미형곡점,경북 구미시 형곡동 146-9,경북 구미시 형곡중앙로 31 (형곡동),"['070-7017-0577', '070-7017-0645']",08:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
237,철산역점,경기 광명시 철산동 404,경기 광명시 오리로856번길 17 (철산동) ,"['070-7017-0580', '070-7017-0590']",24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
238,신천,서울 송파구 잠실동 181-9,서울 송파구 올림픽로 108 맥스빌딩 1층,['070-7017-0582'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
239,만덕 DT,부산 북구 만덕동 759-3,부산 북구 덕천로 179,['070-7017-0583'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
240,신흥DT점,인천 중구 신흥동3가 7-227,인천 중구 인항로 38 (신흥동3가) ,"['070-7017-0600', '070-7017-0651']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차']"
241,정발산,경기 고양시 일산동구 장항동 770-2,경기 고양시 일산동구 중앙로1275번길 38-5 이레21빌딩,['070-7017-0603'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
242,이마트 포항점,경북 포항시 남구 인덕동 161-176,경북 포항시 남구 냉천로 10 (인덕동) ,['070-7017-0611'],10:00~22:30,"['주차', '디카페인 커피']"
243,의정부GS DT점,경기 의정부시 호원동 435,경기 의정부시 평화로 315 (호원동) ,"['070-7017-0615', '070-7017-7315']",08:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
244,여수이마트,전남 여수시 오림동 405-1,전남 여수시 좌수영로 277 이마트내 1층 맥도날드,['070-7017-0618'],"10:00~23:00 2,4째주 일요일 휴무",['디카페인 커피']
245,가락DT점,서울 송파구 가락동 193-7,서울 송파구 동남로 196,"['070-7017-0622', '070-7017-0613']",07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
246,구리토평점,경기 구리시 수택동 874-5,경기 구리시 장자대로 84,['070-7017-0626'],07:00~24:00,"['맥모닝', '주차', '디카페인 커피']"
247,구산,서울 은평구 구산동 1-14,서울 은평구 연서로 131 홍천빌딩,['070-7017-0638'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
248,용산 DT,대구 달서구 용산동 934,대구 달서구 용산로 222 (용산동),"['070-7017-0628', '070']",08:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
249,강릉,강원 강릉시 임당동 86,강원 강릉시 경강로 2097,['070-7017-0632'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
250,용인수지점,경기 용인시 수지구 풍덕천동 1078,경기 용인시 수지구 풍덕천로 119 (풍덕천동),['070-7209-1420'],08:00~22:00,"['맥딜리버리', '맥모닝', '주차']"
251,창원이마트,경남 창원시 성산구 중앙동 91,경남 창원시 성산구 원이대로 608,['070-7017-0640'],"10:00~24:00 2,4째주 일요일 휴무",['디카페인 커피']
252,메가마트 남천점,부산 수영구 남천동 545-2,부산 수영구 황령대로 521 (남천동),['070-7017-3503'],"10:00~22:00 2,4째주 일요일 휴무","['맥딜리버리', '맥모닝', '주차']"
253,울산옥현,울산 남구 무거동 487-1,울산 남구 옥현로58번길 4,['070-7017-0647'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
254,분당효자점,경기 성남시 분당구 서현동 305-2,경기 성남시 분당구 불정로 379 (서현동),['031-703-4048'],07:00~01:00,"['맥딜리버리', '맥모닝', '주차']"
255,종암SK,서울 성북구 종암동 10-15,서울 성북구 종암로 58,['070-7017-0661'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
256,연수이마트,인천 연수구 동춘동 926-9,인천 연수구 경원대로 184,['070-7017-0665'],"10:00~22:30
2,4째주 일요일 휴무","['맥딜리버리', '디카페인 커피']"
257,홈플러스 상동점,경기 부천시 상동 540-1,경기 부천시 길주로 118 (상동),['070-7017-2761'],"10:00~23:30
2,4째주 일요일 휴무",['주차']
258,서울역,서울 용산구 동자동 43-205,서울 용산구 청파로 378 서울역 2층,['070-7017-0671'],04:30~01:00,"['맥모닝', '디카페인 커피']"
259,대전타임월드점,대전 서구 둔산동 1011,대전 서구 둔산로31번길 16 (둔산동),['070-7017-0672'],07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
260,포천DT,경기 포천시 설운동 13-7,경기 포천시 호국로 894,['070-7017-0674'],24시간,"['24시간', '맥드라이브', '맥모닝', '주차', '디카페인 커피']"
261,수원화성DT,경기 수원시 팔달구 우만동 490-4,경기 수원시 팔달구 경수대로 676,"['070-7017-0670', '070-7017-0460']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
262,신도림 테크노점,서울 구로구 구로동 3-25,서울 구로구 새말로 97 (구로동),['02-2111-1377'],08:00~21:00,"['맥모닝', '주차']"
263,양산DT점,경남 양산시 동면 석산리 1421-9,경남 양산시 동면 남양산길 7,"['070-7017-0378', '070-7017-0369']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차']"
264,창원시티7,경남 창원시 의창구 대원동 121,경남 창원시 의창구 원이대로 320 더시티세븐몰 W-103 맥도날드,['070-7017-0595'],24시간,"['24시간', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
265,연희 DT,인천 서구 심곡동 255-2,인천 서구 서곶로 265,['070-7017-0599'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
266,양재,서울 서초구 양재동 24,서울 서초구 강남대로 213,['070-7017-0326'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
267,평택 세교DT점,경기 평택시 세교동 277-10,경기 평택시 경기대로 570 (세교동) ,"['070-7017-0301', '070-7017-1401']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
268,성수이마트,서울 성동구 성수동2가 333-16,서울 성동구 뚝섬로 379,['070-7017-0304'],"10:00~22:00 2,4째주 일요일 휴무","['주차', '디카페인 커피']"
269,오산DT점,경기 오산시 원동 372-5,경기 오산시 경기대로 170,['070-7017-0690'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
270,용봉DT,광주 북구 용봉동 1130-8,광주 북구 설죽로 283,['070-7017-3420'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
271,쌍문DT점,서울 도봉구 쌍문동 700,서울 도봉구 도봉로 541 (쌍문동) ,"['070-7017-0084', '02-907-7005']",07:00~02:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
272,서초뱅뱅,서울 서초구 서초동 1338-20,"서울 서초구 강남대로 305, 101호(서초 현대렉시온)",['070-7017-1389'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
273,압구정CGV,서울 강남구 신사동 603-2,서울 강남구 논현로 848 1층 맥도날드,['070-7017-3350'],08:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
274,은평이마트,서울 은평구 응암동 90-1,서울 은평구 은평로 111 은평이마트 8층 맥도날드,['070-7017-0604'],"10:00~22:00 2,4째주 일요일 휴무",['디카페인 커피']
275,울산SK점,울산 남구 달동 819,울산 남구 중앙로 126 (달동) ,['070-7209-1647'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
276,제주노형 DT,제주특별자치도 제주시 노형동 903-5,제주특별자치도 제주시 노연로 7,['070-7017-0404'],07:00~01:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
277,종로 3,서울 종로구 종로3가 10,서울 종로구 종로 115,['070-7017-0434'],07:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
278,거제,경남 거제시 장평동 1211,경남 거제시 장평로 12 디큐브백화점 1층,['070-7017-1397'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
279,안성점,경기 안성시 대천동 64,경기 안성시 중앙로389번길 6 (대천동) ,"['070-7017-0034', '070-7017-0036']",08:00~02:00,"['맥딜리버리', '맥모닝']"
280,구로디지털,서울 구로구 구로동 197-21,서울 구로구 디지털로31길 12 태평양물산 1층 맥도날드,['070-7017-0654'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
281,웅상DT,경남 양산시 삼호동 1016-9,경남 양산시 웅상대로 1259,"['070-7017-0679', '070-7017-0609']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '디카페인 커피']"
282,동탄SK점,경기 화성시 능동 1051-1,경기 화성시 효행로 1260 (능동),"['031-8003-3200', '070-7017-0156']",08:00~23:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
283,전주중화산점,전북 전주시 완산구 중화산동2가 648-11,전북 전주시 완산구 백제대로 238 (중화산동2가) ,"['070-7017-4024', '070-7017-1402']",24시간,"['24시간', '맥드라이브', '맥모닝', '주차']"
284,명동,서울 중구 명동1가 48-2,서울 중구 명동7길 8,['070-7017-6404'],07:00~24:00,"['맥모닝', '디카페인 커피']"
285,서초GS점,서울 서초구 서초동 1536-1,서울 서초구 효령로49길 52 (서초동) ,"['070-7017-4003', '070-7017-2404']",07:00~24:00,"['맥드라이브', '맥딜리버리', '맥모닝', '주차']"
286,마산신포DT,경남 창원시 마산합포구 신포동1가 25-1,경남 창원시 마산합포구 서성로 8,['070-7209-1460'],24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
287,천안두정 DT점,충남 천안시 서북구 두정동 620,충남 천안시 서북구 동서대로 49 (두정동) ,"['070-7017-0585', '070-7017-4080']",24시간,"['24시간', '맥드라이브', '맥딜리버리', '맥모닝', '주차', '디카페인 커피']"
288,선릉,서울 강남구 역삼동 707-27,서울 강남구 테헤란로 326 아이타워 1층 맥도날드,['070-7017-4081'],08:00~24:00,"['맥딜리버리', '맥모닝', '디카페인 커피']"
289,한티역,서울 강남구 대치동 938-22,서울 강남구 도곡로 409,['070-7017-1409'],24시간,"['24시간', '맥딜리버리', '맥모닝', '디카페인 커피']"
